ticker,technical_score_0_1,sentiment_score_0_1,fundamental_score_0_1,overall_score_0_1,overall_score_1_10,weights,start_date,end_date,news_days_lookback
CBG,0.5,0.6192,0.5,0.5298,5.3,"{'technical': 0.35, 'sentiment': 0.25, 'fundamental': 0.4}",2024-01-01,2025-08-17,14
