timestamp_bkk,ticker,type,close,volume,detail
2025-08-27 16:25,AWC.BK,VOLUME_SPIKE,2.359999895095825,1413800,"Vol 1,413,800 > 3.0×avg(20) ~ 460,514"
2025-08-27 16:25,BJC.BK,VOLUME_SPIKE,17.0,86501,"Vol 86,501 > 3.0×avg(20) ~ 20,094"
2025-08-27 16:25,BJC.BK,PRICE_VOLUME_DIVERGENCE,17.0,86501,|ret| 0.0000% < 0.15% + volume spike
2025-08-27 16:25,COM7.BK,VOLUME_SPIKE,26.0,357200,"Vol 357,200 > 3.0×avg(20) ~ 98,867"
2025-08-27 16:25,COM7.BK,PRICE_VOLUME_DIVERGENCE,26.0,357200,|ret| 0.0000% < 0.15% + volume spike
2025-08-27 16:25,GPSC.BK,VOLUME_SPIKE,40.0,265115,"Vol 265,115 > 3.0×avg(20) ~ 71,203"
2025-08-27 16:25,ITC.BK,VOLUME_SPIKE,15.300000190734863,339700,"Vol 339,700 > 3.0×avg(20) ~ 107,702"
2025-08-27 16:25,ITC.BK,VOLATILITY_BREAK,15.300000190734863,339700,TR 0.2000 > 2.0×ATR(20) 0.0750
2025-08-27 16:25,MINT.BK,VOLUME_SPIKE,23.899999618530273,485300,"Vol 485,300 > 3.0×avg(20) ~ 132,133"
2025-08-27 16:25,MINT.BK,PRICE_VOLUME_DIVERGENCE,23.899999618530273,485300,|ret| 0.0000% < 0.15% + volume spike
2025-08-27 16:25,OSP.BK,VOLUME_SPIKE,17.100000381469727,1147510,"Vol 1,147,510 > 3.0×avg(20) ~ 109,776"
2025-08-27 16:25,TOP.BK,VOLUME_SPIKE,32.0,389310,"Vol 389,310 > 3.0×avg(20) ~ 127,352"
2025-08-27 16:25,WHA.BK,VOLUME_SPIKE,3.619999885559082,3970100,"Vol 3,970,100 > 3.0×avg(20) ~ 693,142"
2025-08-28 11:20,BJC.BK,VOLATILITY_BREAK,17.100000381469727,0,TR 0.1000 > 2.0×ATR(20) 0.0450
2025-08-28 11:25,BJC.BK,VOLATILITY_BREAK,17.0,0,TR 0.1000 > 2.0×ATR(20) 0.0450
2025-08-28 14:05,CCET.BK,VOLUME_SPIKE,5.849999904632568,1021000,"Vol 1,021,000 > 3.0×avg(20) ~ 179,648"
2025-08-28 14:05,CCET.BK,PRICE_VOLUME_DIVERGENCE,5.849999904632568,1021000,|ret| 0.0000% < 0.15% + volume spike
2025-08-28 14:10,CRC.BK,VOLATILITY_BREAK,22.100000381469727,0,TR 0.1000 > 2.0×ATR(20) 0.0500
2025-08-28 14:05,GLOBAL.BK,VOLATILITY_BREAK,6.150000095367432,19900,TR 0.0500 > 2.0×ATR(20) 0.0250
2025-08-28 14:10,MTC.BK,VOLATILITY_BREAK,37.75,0,TR 0.2500 > 2.0×ATR(20) 0.1125
2025-08-28 14:10,RATCH.BK,VOLATILITY_BREAK,26.75,0,TR 0.2500 > 2.0×ATR(20) 0.1125
2025-08-28 14:15,SAWAD.BK,VOLUME_SPIKE,25.5,648900,"Vol 648,900 > 3.0×avg(20) ~ 182,878"
2025-08-28 14:15,TOP.BK,VOLATILITY_BREAK,32.25,0,TR 0.5000 > 2.0×ATR(20) 0.2375
2025-08-28 14:15,PTTGC.BK,VOLUME_SPIKE,26.5,1550900,"Vol 1,550,900 > 3.0×avg(20) ~ 243,501"
2025-08-28 14:15,PTTGC.BK,PRICE_VOLUME_DIVERGENCE,26.5,1550900,|ret| 0.0000% < 0.15% + volume spike
2025-08-28 15:25,ITC.BK,VOLUME_SPIKE,14.800000190734863,206300,"Vol 206,300 > 3.0×avg(20) ~ 43,194"
2025-08-28 15:40,AOT.BK,VOLUME_SPIKE,37.0,1101330,"Vol 1,101,330 > 3.0×avg(20) ~ 323,114"
2025-08-28 15:40,IVL.BK,VOLATILITY_BREAK,22.100000381469727,19200,TR 0.2000 > 2.0×ATR(20) 0.1000
2025-08-28 15:40,MINT.BK,VOLUME_SPIKE,23.899999618530273,643800,"Vol 643,800 > 3.0×avg(20) ~ 115,580"
2025-08-28 15:40,MINT.BK,VOLATILITY_BREAK,23.899999618530273,643800,TR 0.2000 > 2.0×ATR(20) 0.0850
2025-08-28 15:40,MINT.BK,PRICE_VOLUME_DIVERGENCE,23.899999618530273,643800,|ret| 0.0000% < 0.15% + volume spike
2025-08-28 15:40,OR.BK,VOLATILITY_BREAK,13.0,1279100,TR 0.2000 > 2.0×ATR(20) 0.0900
2025-08-28 15:40,OSP.BK,VOLUME_SPIKE,16.399999618530273,841101,"Vol 841,101 > 3.0×avg(20) ~ 181,391"
2025-08-28 15:40,PTTGC.BK,VOLATILITY_BREAK,26.75,7500,TR 0.5000 > 2.0×ATR(20) 0.2000
2025-08-28 15:40,TOP.BK,VOLUME_SPIKE,32.0,783138,"Vol 783,138 > 3.0×avg(20) ~ 116,050"
2025-08-28 15:55,CCET.BK,VOLATILITY_BREAK,5.900000095367432,0,TR 0.0500 > 2.0×ATR(20) 0.0250
2025-08-28 15:55,GLOBAL.BK,VOLATILITY_BREAK,6.25,0,TR 0.0500 > 2.0×ATR(20) 0.0150
2025-08-28 15:55,MTC.BK,VOLATILITY_BREAK,38.25,2200,TR 0.2500 > 2.0×ATR(20) 0.0625
