Date,timestamp_bkk,ticker,type,close,volume,detail
2025-09-04,2025-09-04 10:00,AEONTS.BK,VOLATILITY_BREAK,113.5,0,TR 1.5000 > 2.0×ATR(20) 0.4250
2025-09-04,2025-09-04 10:00,AMATA.BK,VOLUME_SPIKE,16.600000381469727,593700,"Vol 593,700 > 3.0×avg(20) ~ 187,523"
2025-09-04,2025-09-04 10:00,AOT.BK,VOLUME_SPIKE,37.75,859754,"Vol 859,754 > 3.0×avg(20) ~ 241,378"
2025-09-04,2025-09-04 10:00,AOT.BK,VOLATILITY_BREAK,37.75,859754,TR 1.0000 > 2.0×ATR(20) 0.2500
2025-09-04,2025-09-04 10:00,AP.BK,VOLATILITY_BREAK,7.650000095367432,1010,TR 0.1000 > 2.0×ATR(20) 0.0450
2025-09-03,2025-09-03 16:25,AURA.BK,VOLATILITY_BREAK,14.5,2600,TR 0.1000 > 2.0×ATR(20) 0.0450
2025-09-04,2025-09-04 10:00,AWC.BK,VOLATILITY_BREAK,2.3399999141693115,559465,TR 0.0400 > 2.0×ATR(20) 0.0140
2025-09-04,2025-09-04 10:00,BA.BK,VOLATILITY_BREAK,14.100000381469727,81700,TR 0.3000 > 2.0×ATR(20) 0.1050
2025-09-04,2025-09-04 10:00,BBL.BK,VOLUME_SPIKE,154.5,273300,"Vol 273,300 > 3.0×avg(20) ~ 66,295"
2025-09-04,2025-09-04 10:00,BCH.BK,VOLATILITY_BREAK,13.0,0,TR 0.2000 > 2.0×ATR(20) 0.0650
2025-09-04,2025-09-04 10:00,BCPG.BK,VOLATILITY_BREAK,8.25,361600,TR 0.1500 > 2.0×ATR(20) 0.0700
2025-09-04,2025-09-04 10:00,BEM.BK,VOLUME_SPIKE,5.199999809265137,7257399,"Vol 7,257,399 > 3.0×avg(20) ~ 674,900"
2025-09-04,2025-09-04 10:00,BEM.BK,VOLATILITY_BREAK,5.199999809265137,7257399,TR 0.1500 > 2.0×ATR(20) 0.0475
2025-09-04,2025-09-04 10:00,BGRIM.BK,VOLUME_SPIKE,13.199999809265137,1891013,"Vol 1,891,013 > 3.0×avg(20) ~ 443,925"
2025-09-04,2025-09-04 10:00,BGRIM.BK,VOLATILITY_BREAK,13.199999809265137,1891013,TR 0.4000 > 2.0×ATR(20) 0.0850
2025-09-04,2025-09-04 10:00,BH.BK,VOLATILITY_BREAK,187.0,165918,TR 2.5000 > 2.0×ATR(20) 0.5500
2025-09-04,2025-09-04 10:00,BJC.BK,VOLATILITY_BREAK,19.200000762939453,443759,TR 0.3000 > 2.0×ATR(20) 0.0950
