Date,timestamp_bkk,ticker,type,close,volume,detail,fwd_+1,fwd_+2,fwd_+3,fwd_+6,fwd_+12
2025-10-02,2025-10-02 10:50,BEM.BK,VOLUME_SPIKE,5.25,5932300,"Vol 5,932,300 > 3.0×avg(20) ~ 843,498",,,,,
2025-10-02,2025-10-02 10:50,BEM.BK,PRICE_VOLUME_DIVERGENCE,5.25,5932300,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 10:50,BH.BK,VOLATILITY_BREAK,177.0,56510,TR 2.0000 > 2.0×ATR(20) 0.6000,,,,,
2025-10-02,2025-10-02 10:50,CPALL.BK,VOLUME_SPIKE,48.0,1427032,"Vol 1,427,032 > 3.0×avg(20) ~ 192,522",,,,,
2025-10-02,2025-10-02 10:50,KTB.BK,VOLUME_SPIKE,24.700000762939453,7556804,"Vol 7,556,804 > 3.0×avg(20) ~ 1,672,840",,,,,
2025-10-02,2025-10-02 10:50,KTB.BK,PRICE_VOLUME_DIVERGENCE,24.700000762939453,7556804,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 10:50,SPRC.BK,VOLATILITY_BREAK,4.699999809265137,365703,TR 0.0400 > 2.0×ATR(20) 0.0190,,,,,
2025-10-02,2025-10-02 11:00,ADVANC.BK,VOLUME_SPIKE,294.0,439021,"Vol 439,021 > 3.0×avg(20) ~ 102,371",,,,,
2025-10-02,2025-10-02 11:00,BDMS.BK,VOLUME_SPIKE,20.299999237060547,5816500,"Vol 5,816,500 > 3.0×avg(20) ~ 533,830",,,,,
2025-10-02,2025-10-02 11:00,BDMS.BK,PRICE_VOLUME_DIVERGENCE,20.299999237060547,5816500,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 11:00,BH.BK,VOLUME_SPIKE,177.0,152154,"Vol 152,154 > 3.0×avg(20) ~ 37,141",,,,,
2025-10-02,2025-10-02 11:00,CHG.BK,VOLUME_SPIKE,1.590000033378601,1707500,"Vol 1,707,500 > 3.0×avg(20) ~ 176,566",,,,,
2025-10-02,2025-10-02 11:00,CK.BK,VOLUME_SPIKE,15.399999618530273,332800,"Vol 332,800 > 3.0×avg(20) ~ 106,686",,,,,
2025-10-02,2025-10-02 11:00,GLOBAL.BK,VOLUME_SPIKE,7.699999809265137,978010,"Vol 978,010 > 3.0×avg(20) ~ 255,265",,,,,
