Date,timestamp_bkk,ticker,type,close,volume,detail,fwd_+1,fwd_+2,fwd_+3,fwd_+6,fwd_+12
2025-10-02,2025-10-02 16:25,AAV.BK,VOLUME_SPIKE,1.2799999713897705,4990600,"Vol 4,990,600 > 3.0×avg(20) ~ 1,209,522",,,,,
2025-10-02,2025-10-02 16:25,AAV.BK,PRICE_VOLUME_DIVERGENCE,1.2799999713897705,4990600,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,ADVANC.BK,VOLUME_SPIKE,292.0,122977,"Vol 122,977 > 3.0×avg(20) ~ 40,843",,,,,
2025-10-02,2025-10-02 16:25,ADVANC.BK,PRICE_VOLUME_DIVERGENCE,292.0,122977,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,BCP.BK,VOLUME_SPIKE,31.25,233802,"Vol 233,802 > 3.0×avg(20) ~ 20,560",,,,,
2025-10-02,2025-10-02 16:25,BCP.BK,VOLATILITY_BREAK,31.25,233802,TR 0.5000 > 2.0×ATR(20) 0.1125,,,,,
2025-10-02,2025-10-02 16:25,BDMS.BK,VOLUME_SPIKE,20.299999237060547,872677,"Vol 872,677 > 3.0×avg(20) ~ 232,609",,,,,
2025-10-02,2025-10-02 16:25,BDMS.BK,PRICE_VOLUME_DIVERGENCE,20.299999237060547,872677,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,BH.BK,VOLATILITY_BREAK,176.5,58503,TR 1.0000 > 2.0×ATR(20) 0.4500,,,,,
2025-10-02,2025-10-02 16:25,BTS.BK,VOLUME_SPIKE,3.140000104904175,2043702,"Vol 2,043,702 > 3.0×avg(20) ~ 542,583",,,,,
2025-10-02,2025-10-02 16:25,BTS.BK,PRICE_VOLUME_DIVERGENCE,3.140000104904175,2043702,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,CCET.BK,VOLATILITY_BREAK,5.349999904632568,930160,TR 0.1000 > 2.0×ATR(20) 0.0400,,,,,
2025-10-02,2025-10-02 16:25,CK.BK,VOLATILITY_BREAK,15.800000190734863,308801,TR 0.2000 > 2.0×ATR(20) 0.0600,,,,,
2025-10-02,2025-10-02 16:25,COM7.BK,VOLATILITY_BREAK,27.0,320611,TR 0.5000 > 2.0×ATR(20) 0.1750,,,,,
2025-10-02,2025-10-02 16:25,CPF.BK,VOLUME_SPIKE,22.399999618530273,210771,"Vol 210,771 > 3.0×avg(20) ~ 56,548",,,,,
2025-10-02,2025-10-02 16:25,CPF.BK,PRICE_VOLUME_DIVERGENCE,22.399999618530273,210771,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,CPN.BK,VOLATILITY_BREAK,55.25,326400,TR 0.5000 > 2.0×ATR(20) 0.2375,,,,,
2025-10-02,2025-10-02 16:25,ERW.BK,VOLATILITY_BREAK,2.640000104904175,292520,TR 0.0200 > 2.0×ATR(20) 0.0090,,,,,
2025-10-02,2025-10-02 16:25,GPSC.BK,VOLUME_SPIKE,39.5,407001,"Vol 407,001 > 3.0×avg(20) ~ 98,921",,,,,
2025-10-02,2025-10-02 16:25,GPSC.BK,VOLATILITY_BREAK,39.5,407001,TR 0.5000 > 2.0×ATR(20) 0.2125,,,,,
2025-10-02,2025-10-02 16:25,ITC.BK,VOLATILITY_BREAK,15.5,132600,TR 0.1000 > 2.0×ATR(20) 0.0400,,,,,
2025-10-02,2025-10-02 16:25,JTS.BK,VOLATILITY_BREAK,29.75,1500,TR 0.2500 > 2.0×ATR(20) 0.0875,,,,,
2025-10-02,2025-10-02 16:25,KBANK.BK,VOLUME_SPIKE,165.5,446055,"Vol 446,055 > 3.0×avg(20) ~ 40,883",,,,,
2025-10-02,2025-10-02 16:25,KCE.BK,VOLUME_SPIKE,23.5,379300,"Vol 379,300 > 3.0×avg(20) ~ 120,229",,,,,
2025-10-02,2025-10-02 16:25,KCE.BK,VOLATILITY_BREAK,23.5,379300,TR 0.2000 > 2.0×ATR(20) 0.0950,,,,,
2025-10-02,2025-10-02 16:25,OSP.BK,VOLUME_SPIKE,17.100000381469727,230900,"Vol 230,900 > 3.0×avg(20) ~ 50,300",,,,,
2025-10-02,2025-10-02 16:25,OSP.BK,PRICE_VOLUME_DIVERGENCE,17.100000381469727,230900,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,PLANB.BK,VOLATILITY_BREAK,4.460000038146973,960800,TR 0.0400 > 2.0×ATR(20) 0.0190,,,,,
2025-10-02,2025-10-02 16:25,PRM.BK,VOLUME_SPIKE,6.800000190734863,79389,"Vol 79,389 > 3.0×avg(20) ~ 13,862",,,,,
2025-10-02,2025-10-02 16:25,PRM.BK,VOLATILITY_BREAK,6.800000190734863,79389,TR 0.0500 > 2.0×ATR(20) 0.0175,,,,,
2025-10-02,2025-10-02 16:25,PTT.BK,VOLUME_SPIKE,32.25,427979,"Vol 427,979 > 3.0×avg(20) ~ 125,979",,,,,
2025-10-02,2025-10-02 16:25,PTT.BK,PRICE_VOLUME_DIVERGENCE,32.25,427979,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,PTTEP.BK,VOLUME_SPIKE,114.0,435643,"Vol 435,643 > 3.0×avg(20) ~ 106,723",,,,,
2025-10-02,2025-10-02 16:25,PTTEP.BK,PRICE_VOLUME_DIVERGENCE,114.0,435643,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,RATCH.BK,VOLUME_SPIKE,25.75,22612,"Vol 22,612 > 3.0×avg(20) ~ 6,213",,,,,
2025-10-02,2025-10-02 16:25,RCL.BK,VOLUME_SPIKE,26.5,188800,"Vol 188,800 > 3.0×avg(20) ~ 21,694",,,,,
2025-10-02,2025-10-02 16:25,RCL.BK,PRICE_VOLUME_DIVERGENCE,26.5,188800,|ret| 0.0000% < 0.15% + volume spike,,,,,
