Date,timestamp_bkk,ticker,type,close,volume,detail,fwd_+1,fwd_+2,fwd_+3,fwd_+6,fwd_+12
2025-10-02,2025-10-02 16:25,SJWD.BK,VOLUME_SPIKE,9.449999809265137,69200,"Vol 69,200 > 3.0×avg(20) ~ 17,245",,,,,
2025-10-02,2025-10-02 16:25,SJWD.BK,VOLATILITY_BREAK,9.449999809265137,69200,TR 0.1000 > 2.0×ATR(20) 0.0275,,,,,
2025-10-02,2025-10-02 16:25,SPALI.BK,VOLUME_SPIKE,18.100000381469727,241500,"Vol 241,500 > 3.0×avg(20) ~ 48,181",,,,,
2025-10-02,2025-10-02 16:25,SPALI.BK,PRICE_VOLUME_DIVERGENCE,18.100000381469727,241500,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,STA.BK,VOLATILITY_BREAK,12.699999809265137,10200,TR 0.1000 > 2.0×ATR(20) 0.0400,,,,,
2025-10-02,2025-10-02 16:25,TASCO.BK,VOLATILITY_BREAK,14.300000190734863,87400,TR 0.1000 > 2.0×ATR(20) 0.0450,,,,,
2025-10-02,2025-10-02 16:25,TOP.BK,VOLUME_SPIKE,35.5,74300,"Vol 74,300 > 3.0×avg(20) ~ 22,276",,,,,
2025-10-02,2025-10-02 16:25,TOP.BK,PRICE_VOLUME_DIVERGENCE,35.5,74300,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,TRUE.BK,VOLUME_SPIKE,11.0,2052844,"Vol 2,052,844 > 3.0×avg(20) ~ 534,660",,,,,
2025-10-02,2025-10-02 16:25,TTB.BK,VOLUME_SPIKE,1.909999966621399,4992642,"Vol 4,992,642 > 3.0×avg(20) ~ 1,460,853",,,,,
2025-10-02,2025-10-02 16:25,TTB.BK,PRICE_VOLUME_DIVERGENCE,1.909999966621399,4992642,|ret| 0.0000% < 0.15% + volume spike,,,,,
2025-10-02,2025-10-02 16:25,TU.BK,VOLUME_SPIKE,12.5,558510,"Vol 558,510 > 3.0×avg(20) ~ 162,990",,,,,
2025-10-02,2025-10-02 16:25,WHA.BK,VOLUME_SPIKE,3.5799999237060547,1388664,"Vol 1,388,664 > 3.0×avg(20) ~ 373,834",,,,,
