Date,timestamp_bkk,ticker,type,close,volume,detail,fwd_+3,fwd_+6,fwd_+12
2025-09-29,2025-09-29 16:25,MOSHI.BK,VOLATILITY_BREAK,41.25,1000,TR 0.5000 > 2.0×ATR(20) 0.1375,,,
2025-09-30,2025-09-30 14:00,COM7.BK,VOLUME_SPIKE,25.75,1900400,"Vol 1,900,400 > 3.0×avg(20) ~ 206,861",,,
2025-09-30,2025-09-30 14:00,COM7.BK,PRICE_VOLUME_DIVERGENCE,25.75,1900400,|ret| 0.0000% < 0.15% + volume spike,,,
